Question,A,B,C,D,Explanation,Answer
Most common gynaecological malignancy in affluent obese women is -,Endometrial,Cervical,Vaginal,Ovarian,"Ans. is 'a' i.e., Endometrial o Most common gynaecological cancer in developed countries is endometrial cancer# Most common gynaecological cancer in developing countries like india is cervical cancer.Risk Factorso Estrogen replacement without concomitant progesterone carries a relative risl of 4.5 to 8 & persists for 10 years after treatment is stopped.o BMI >30 kg/m2 will triple the risk of 2 in 1000 of developing endometrial cancer ans 40% of women will develop cancer more than 12 months after stopping therapy.o Women with HNPCC syndrome have 39% risk of developing endometrial cancer by the age of 70 years.o OCP s decrease endometrial cancer risk by 40%, even uptil 15 years after discontinuation and the protection increases with the lenth of use.Epidemoiogyo Most common gynecological malignancy in developed countries and the the 4th most common cancer in women.o 20% of women develop endometrial carcinoma in lifetime.o Mean age ofpresentation is 60 years : peak incidence occurs from 55 to 70 years.o Majority are diagnosed early,o 5 year survival for state 1 disease is more than 90%.o Overall 5 year survival for all stages is 60-70%.Risk factorso Family history'o Hypertensiono Obesityo Late menopause/Early menarcheo Diabeteso A typical endometrial hyperplasiao Unopposed estrogen or increased estrogen in body as in : HRT, fibroid, PCOD and Feminizing ovarian tumours.o Nulliparityo Therapy : Tamoxifen Therapy and Radiation Therapyo H/O infertility/menstrual irregularity.",A
Best prognosis for reversibility is seen in :,lsthmo -- isthmic type,Isthmic -- ampullary type,Ampullary -- interstitial type,Ampullary -- timbrial type,"Ans. is a i.e. isthmo -isthmic type Read the following lines ""lt is impoant to select the site of tuba! ligation carefully which should ideally be done at the tubal isthmus. This is because in the event of the patient desiring a tubal recanalization procedure, the isthmoisthmic anastomosis carries the best chances of success"". Site for performing tubal ligation = isthmusdeg. Postpaum laparoscopic ligation - done after 6 weeks postpaumdeg.",A
Indication of internal podalic version is?,Transverse lie,Transverse lie of second twin,Breech,Polyhydramnios,ANSWER: (B) Transverse lie of second twin REF: Dutta 6ch ed p. 388The only indication of internal cephalic version is transverse lie in the second twin,B
True about 1 year old child with PDA is –,Symptoms similar to Aorto pulmonary window,Chances of spontaneous closure high,Indomethacin may help in closure,Endocarditis is rare,"Before comparing the symptoms of PDA & Aortopulmonary window let me discuss the C/F of PDA.

Patent ductus arteriosus is a communication between pulmonary artery and Aorta after fetal life.

PDA results in left to right shunt from the aorta to the pulmonary artery. The flow occurs both during systole and diastole as a pressure gradient is present throughout the cardiac cycle between the 2 great arteries. This flow of blood results in continuous murmur it is usually heard at 2nd left interspace.
In patients with large left to right shunt a low pitched mitral mid diastolic murmur is audible at the apex, owing to the increased volume of blood flow across the mitral valve.
There are other conditions which can produce systolic and diastolic murmur in the pulmonary area such as Aortopulmonary window defect.



In Aortopulmonary window defect there is communication between the ascending aorta and main pulmonary artery. Usually the defect is large therefore the pressure between the two great arteries tends to equalize and flow is established only during systole when left ventricular contraction increases the aortic pressure. So the murmur in Aortopulmonary window defect is systolic with mid diastolic rumble due to increased blood flow through mitral valve.
Sometimes when the Aortopulmonary window defect is small, there is continuous blood flow from Aorta to pulmonary artery resulting in continuous murmur. In this condition symptoms of Aorticopulmonary window defect mimics the symptoms of PDA (Continuous murmur, wide pulse pressure,mid diastolic murmur). It is very difficult to distinguish between the 2 condition.
Chances of spontaneous closure in PDA in term infant is rare (chances of spontaneous closure of PDA is more in preterm infants.)
If diagnosis of PDA can be made within the first - two weeks, indomethacin can be given to close the defect. (But since the child is one year old Indomethacin is of no help).
In PDA there is increased risk of infective endocarditis.",A
A one-year-old boy presented with hepatosplenomegaly and delayed milestones. The liver biopsy and bone marrow biopsy revealed presence of histiocytes with PAS positive cytoplasm. Electron microscopic examination of these histiocytes is most likely to reveal the presence of:,Birbeck granules in the cytoplasm,Myelin figures in the cytoplasm,Parallel rays of tubular structures in lysosomes,Electron dense deposit in the mitochondria,"Given scenario suggests Gaucher disease, in which glucocerebroside in lysosomes seen. Birbeck granules in the cytoplasm- seen in histiocytosis X",C
Apnea of prematurity of new born lasts for ?,10 sec,15 sec,20 sec,30 sec,"*Apnoea is defined as cessation of respiration for 20 sec with or without bradycardia and cyanosis or for shoer periods if it is associated with cyanosis or bradycardia. It's a common problem in preterm neonates . It could be central , obstructive or mixed. Apnoea of prematurity occurs in preterm neonates between the 2nd to 5th days of life and is because of the immaturity of the developing brain. Reference : page 167 168 Ghai Essential Pediatrics 9 th editionedition",C
A 35-year-old female patient Radha having children aged 5 and 6 years has history of amenorrhea and galactorrhea. Blood examination reveals increased prolactin. CT of head is likely to reveal:,Pituitary adenoma,Craniopharyngioma,Sheehan's syndrome,Pinealoma,"Ans. is a, i.e. Pituitary adenomaRef: Novak 14th/ed, p1104,1109; Harrison 17th/ed, p2205-2206; Williams Gynae 1st/ed, p 338 onwards",A
"In shigella dysentry associated hemolytic uremic syndrome, the false statement is ?",Leucocytosis,Neurological abnormalities,Hepatic failure,Thrombotic angiopathy,"Ans. is 'c' i.e., Hepatic failure o Hepatic failure does not occur in HUS. Laboratory findings of HUS o Thrombocytopenia o Leukocytosis o ARF r BUN and creatinine with oliguria o Microscopic hematuria o Peripheral smear Helmet cells, burr cells, fragmental RBCs (Schistocytes). o Proteinuria o Hemoglobinuria with hemosiderinuria o Normal PT and APTT Option 'b' requires some explanation here ? Though neurological manifestations may occur in HUS, these are not common and this feature differentiated HUS from TTP. In TTP neurological symptom is one of the clinical criteria for diagnosis.",C
The shoest diameter of fetal head is :,Biparietal diameter,Suboccipito frontal diameter,Occipito frontal diameter,Bitemoral diameter,"Fetal head diameters Largest transverse diameter is biparietal diameter measuring approximately 9.5cms Shoest transverse diameter is bitemporal diameter measuring approximately 8cms Reference: William's Obstetrics; 24th Edition; Chapter 5 The transverse diameters of fetal skull which are concerned with the mechanism of labor are -- Biparietal diameter--9.5 cm (3 3/4 ''): It extends between two parietal eminences. Whatever may be the position of the head, this diameter nearly always engages. -- Super-subparietal--8.5 cm (3 1/2 ''): It extends from a point placed below one parietal eminence to a point placed above the other parietal eminence of the opposite side. -- Bitemporal diameter--8 cm (3 1/4 ''): It is the distance between the anteroinferior ends of the coronal suture. -- Bimastoid diameter -- 7.5 cm (3''): It is the distance between the tips of the mastoid processes. The diameter is incompressible and it is impossible to reduce the length of the bimastoid diameter by obstetrical operation. reference: D C Dutta Textbook of Obstetrics 7th edition page 85",D
Best marker of gestational age in 2nd trimester is:,Biparietal diameter,Head circumference,CRL,Femur length,"Ans. is a, i.e. Biparietal diameterRef Williams Obs. 24/e, p 198; USG in Obs. and Gynae by Callen 4/e, p 208""In the second trimester the BPD most accurately reflects the gestational age, with a variation of 7 to 10 day.""Ref. Williams 24/e, p 198Prediction of fetal gestational age using ultrasound biometric parametersRef Bedside Obs/Gynae by Richa Saxena, p 191Period of gestationUltrasound parameter to be used8 weeks to 12 weeksCrown-rump length measurementSecond trimesterBPD, HCThird trimesterFemur lengthNote: In brachycephaly or Dolichocephaly - HC is better parameter in 2nd trimester than BPD as HC is unaffected by the shape of fetal head.",A
The coagulation profile in a 13 year old girl with Menorrhagia having von Willebrands disease is:,Isolated prolonged aPTT with a normal PT,Isolated prolonged PT with a normal aPTT,Prolongation of both PT and aPTT,Prolongation of thrombin time,"- Von Willebrand factor acts as a plasma carrier of factor VIII and circulates in blood as factor VIII-VWF complex. - Thus, VWF deficiency impairs intrinsic pathway of coagulation & prolongs aPTT - Extrinsic pathway of coagulation remains unimpaired, PT is not altered.",A
"A child's left arm and leg seem bigger than those on the right. In addition, the child has aniridia. None of the family members have aniridia or hemihypertrophy, nor do they know of anyone else in the family with these conditions. For each of the mentioned descriptions of a patient with a congenital anomaly, select the major abnormality with which it is most likely to be associated.",Deafness,Seizures,Wilms tumor,Congestive heart failure,"Aniridia is found in 1% to 2% of children with Wilms tumor. Genitourinary anomalies are found in 4% to 5%, and hemihypertrophy is associated with this tumor in 2% to 3% of patients. Wilms tumor is the most common primary renal malignancy in childhood. Presentation is usually an abdominal mass, sometimes with hypertension, hematuria, abdominal pain, and fever. Prognosis is generally good.",C
The most common cardiovascular lesion in Down&;s syndrome is:,VSD,Endocardial cushion defect,TOF,COA,"The most common cardiovascular lesion in Down&;s syndrome is endocardial cushion defect. Other associated defects are atrial septum defects(ASD), ventricular septum defect(VSD), and patent ductus aeriosus(PDA), aberrant subclan aery, and pulmonary hypeension. Clinical Features: Intellectual disability/Incurved or sho fifth finger with clinodactyly Congenital hea disease Acute megakaryoblastic leukemia/Alzheimer&;s disease/Atlantoaxial instability/Atresia of the duodenum Protruding tongue Round face Occiput flat/Open wide fontanelle/Open mouth Brachycephalic/Brushfiel&;s spots Low (depressed) nasal bridge Epicanthal fold/Ears low set and dysplastic Mongoloid slant (Oblique palpebral fissure) Simian palmar crease and wider gap between first and second toes. Ref: Nelson textbook of pediatrics 21st edition Pgno: 660",B
All are findings asssociated with the prenatal diagnosis for Down&;s syndrome except _____,Reduced femur and humerus length,Nuchal translucency >3mm,Increased umbilical blood flow,Ventricular septum defect may be present,"Increased umbilical flow is not seen during the prenatal screening for Down&;s syndrome, instead the flow is decreased. Reduced blood flow through the umbilical vessels and abnormal blood flow through ductus venosus(DV) in the first trimester are associated with chromosomal abnormalities, especially Down syndrome. This decrease in blood flow causes IUGR in infants born with Down syndrome. Ref: Nelson textbook of pediatrics 21st edition Pgno: 662",C
Which of the following is not seen in Corpus Cancer syndrome -,Diabetes mellitus,Hypertension,Obesity,Multiparity,"Ans. is 'd' i.e., Multiparity Females with diabetes. hypertension, or taking diet rich in fat are at higher risk of endometrial cancer.This is called corpus cancer syndrome which consists of obesity, hypertension and diabetes.Risk factors for Endometrial carcinomaFactor influencing riskRelative Risk* Obesity2-5* Polycystic ovary syndrome>5* Long term use of high dose10-20menopausal estrogens * Early age of menarche1.5-2* Late age of natural menopause2-3* History of infertility2-3* Nulliparity3* Menstrual irregularities1.5* Residency in North America3-18or North Europe * Higher level of income or1.5-2education * White race2* Older age2-3* High cumulative dose of3-7tamoxifen * History of diabetes, hypertension1.3-3gallbladder * High dose of OOP's0.3-0.5* Cigarette smoking.05",D
Which of the following can he used in pregnancy?,ACE inhibitors,Aldosterone,AT receptor antagonist,Propylthiouracil,"Ans. d. Propylthiouracil Propylthiouracil is the drug of choice for hyperthyroidism during pregnancy.""ACE inhibitors inhibit the conversion of angiotensin-I to the potent vasoconstrictor angiotensin-II. They can cause severe fetal malformations that include hypocalvaria when given in the second and third trimesters. Because of this, they are not recommended during pregnancy. Angiotensin-receptor blockers act in a similar manner, but instead of blocking the production of angiotensin-II, they inhibit binding to its receptor. They are presumed to have the same fetal effects as ACE inhibitors and are also contraindicated. ""- Goodman and Gilman 12/e p736Antihypertensives to be avoided in Pregnancy (Mnemonic: SAAND)* Sodium nitroprusside* ACE inhibitors0* ARBs* Non-selective beta blockers* Diuretics Drugs in PregnancyAntithyroid drugsAntihypertensive Drugs* Propylthiouracil and methimezole are both antithyroid drug that cross the placenta and can lead to fetal goiter.* Methimazole has been associated with ""cutis aplasia'-, scalp defects, cloanat atresia esophageal atresia and increased maternal side effects.* Because both medications are equally effective the drug of choice for hyperthyroidism in pregnancy is propylthiouracil.* ACE inhibitor e.g. Enalaprif captopril can cause fetal renal tubular dysplasia in the second and third trimesters leading to oligohydramnios, fetal limb contractures, craniofacial deformities and hypoplastic lung development.* Angiotensin II receptor antagonist have been shown to have second and third trimester finding consistent with ACE inhibitors and are not recommended in pregnancy.",D
Mirena is :,Used in aboions,Antiprogesterone,Progesterone IUCD,Harmonal implant,Ans. is c i.e. Progesterone IUCD Mirena is a progesterone IUCD. It contains 52mg levonorgesterel. eluting 20pg daily. Life span- 5 years Failure rate = 0.1-0.4/HMY Mode of action : * Inhibits feilisation Thickens cervical mucus Inhibits sperm function Suppresses endometrium and prevents implantation and inhibits ovulation only in 10-15% cases. Within first seven days of onset of menstruation Immediately after first or second trimester termination of pregnancy After 6 weeks postpaum with contraception for 7 days.,C
"Which of the following is the most likely diagnosis in a 27-year-old obese woman presenting with Oligomenorrhea, infertility and hirsutism?",Polycystic ovaries,Endometriosis,Pelvic inflammatory disease,Turner's syndrome,"Ans. is a, i.e. Polycystic ovariesRef: Shaw 15th/ed, p371; Novak 14th/ed, p1076A young woman presenting in the third decade with obesity, oligomenorrhea, infertility and hirsutism leaves no doubt for the diagnosis of PCOS.According to Rotterdam criteria - PCOD is diagnosed if any 2 of the following criteria are being fulfilled:i. Ovulatory dysfunction such as oligomernorhea or hyperandrogenism.ii. Clinical or biochemical evidence of hyperandrogenism.iii. USG criteriaSince this female, has oligomenorrhea and hirsutism, so 2 of the criteria are being fulfilled.",A
What is the cause of Late deceleration on an NST?,Head compression,Uteroplacental insufficiency,Cord compression,All of the above,"Acceleration refers to an increase in fetal hea rate above baseline and deceleration to a decrease below baseline rate. The nomenclature most commonly used in the United States is based upon the timing of the deceleration in relation to contractions--thus, early, late or variable in onset related to the corresponding uterine contraction. The waveform of these deceleration is also significant for pattern recognition. In early and Late deceleration, the slope of fetal hea rate change is gradual, resulting in a curvilinear and uniform or symmetrical waveform. With variable deceleration, the slope of fetal hea rate change is abrupt and erratic, giving the waveform a jagged appearance. It has been proposed that deceleration be defined as recurrent if they occur with 50 percent or more of contractions in any 20-minute period (NICHD Research Planning Workshop, 1997). Another system now used less often for description of deceleration is based on the pathophysiological events considered most likely to cause the pattern. In this system, early deceleration are termed head compression, Late deceleration are termed uteroplacental insufficiency, and variable deceleration become cord compression patterns. The nomenclature of type I (early), type II (late), and type III (variable) ""dips"" proposed by Caldeyro-Barcia and co- workers (1973) is not used in the United States.",B
Salpingitis/Endosalpingitis is best confirmed by :,Hysteroscopy and laparoscopy,X-ray,Hysterosalpingography,Sonosalpingography,"Laparoscopy: In PID the diagnosis can be confirmed on laparoscopy. Peritoneal fluid or pus can be obtained for culture,and other causes like acute appendicitis and pelvic tuberculosis considered in differential diagnosis can be ruled out Hysteroscopy: The presence of caseous areas,ulcers,or tubercles suggest TB. SHAW'S TEXTBOOK OF GYNAECOLOGY .pg no:488,15th edition",A
Ligamentum teres is formed after :,Obliteration of the umbilical vein,Obliteration of the ductus venous,Obliteration of the ductus aeriosus,Obliteration of the hypogastric aery,"Intraabdominal remnants of Umbilical vein forms the ligamentum teres. The more distal poions of the hypogastric aeries,which course from the level of the bladder along the abdominal wall to the umbilical ring and into the cord as umbilical aeries,undergo atrophy and obliterates within 3-4 days after bih, becomes umbilical ligaments. The Ductus venosus constricts by 10-96 hours after bih and is anatomically closed by 2-3 weks, resulting in the formation of ligamentum venosum. Reference: William's Textbook of Obstetrics 4th edition, page 137",A
Best indicator for nutritional status for a child is –,Mid arm circumference,Head circumference,Rate of increase of height and weight,Chest circumference,"Health and development are intimately interconnected.
Proper nutrition of children is fundamental to the achievement of sustainable development.
Anthropometric measurements are the most widely used indicators of nutritional status in a community.
The commonly used anthropometric measurements are -
Weight  
Length / height   
Arm circumference                              
Chest circumference
Skinfold thickness          

Measurement of weight and rate in gain in weight are the best single parameters for assessing physical growth.

The comparison of a child's height and weight with the standard growth chart helps to determine if the particular child is within the expected normal range for his age, sex and socioeconomic status.
It does not indicate if the rate of growth of child was normal in the recent past.
The point to stress here is that it is very difficult to recognize a recent disturbance in growth by comparing weight or height with the reference standards because a clearly abnormal percentile position on the growth chart becomes evident only when the factors retarding growth are profound or if they have persisted for a considerable time.
Measurement of the velocity of growth or increment in unit time is a better tool for early identification of factors affecting growth and also for assessment of the usefulness of social and remedial measures.",C
Kaagener syndrome includes all of the following except:,Dysphagia,Bronchiectasis,Sinusitis,Dextrocardia,"Kaagener syndrome includes situs inversus totalis, chronic sinusitis, and airway disease leading to bronchiectasis.",A
Which one of the following in the characteristic feature of juvenile myoclonic epilepsy ?,Myoclonic seizures frequently occur in morning,Complete remission is common,Response to anticonvulsants is poor,Associted absence seizures are present in majority of patients,"Ans. is 'a' i.e., Myoclonic seuzures frequently occur in morning Juvenile myoclonic epilepsy-is an epilepsy syndrome. Epilepsy syndromes are disorders in which epilepsy is a predominant feature and there is sufficient evidence to suggest a common underlying mechanism. Juvenile Mvoclonic Epilepsy o It is characterized by: Appearance in early adolescence Bilateral myoclonic jerks that may be single or repetitive Most frequent in morning after awakening Can be provoked by sleep deprivation Consciousness is usually preserved unless myoclonus is specially severe Association with generalised tonic-clonic seizures and absence seizures is seen Absence seizures occur in 1/3rd of patients Benign condition although complete remission is uncommon Seizure responds well to appropriate anticonvulsant medication Family history of epilepsy is common EEG show 4-6/s irregular spike Treatment is with valproate",A
Fothergill's repair is also known as,Khann's sling operation,Manchester operation,Le Fort's repair,Shirodkar's abdominal sling operation,"(Manchester operation): Ref: 327-S (305-S14th)OPERATION FOR GENITAL PROLAPSE* FothergilPs repair (Manchester operation). It is suitable for women under 40 years who are desirous of retaining their menstrual and reproductive functions* Le Fort's repair - reserved for very elderly menopausal patient with an advanced prolapse* Abdominal sling operations: designed for young women suffering from second or third degree uterovaginal prolapse(I) Abdominocervicopexy(II) Shirodkar's abdominal sling operations(III) Khann's abdominal sling operationsIn younger women desirous of retaining child bearing functions conservating surgical repair operations are indicated, where as in the perimeopausal and menopausal women, vagional hysterectomy with repair of the pelvic floor is the operation of choice.",B
"An afroamerican kid of 6 years of age presented with abdominal pain, chronic hemolysis and abnormal RBC shape on peripheral smear. Most likely disorder responsible for this condition:",Trinucleotide repeat,Point mutation,Antibodies against RBC membrane,Genetic imprinting,"Ans. b. Point mutation (Ref: Ghai 7/e p310-312; Harper's 27/e p368-371)An afroamerican kid of 6 years of age presented with abdominal pain, chronic hemolysis and abnormal RBC shape on peripheral smear. This patient is suffering from sickle cell anemia. Most likely disorder responsible for this condition point mutation.'Sickle cell anemia is an autosomal recessive disease that results from the substitution of valine from glutamic acid at position 6 of the beta-globin gene (Point mutation).'- Ghai 7/e p310Point mutations within coding sequences:A point mutation may alter the code in a triplet of bases and lead to the replacement of one amino acid by another in the gene product.An excellent example of this type is the sickle mutation affecting the b-globin chain of hemoglobinQ. Here the nucleotide triplet CTC for GAG in mRNA), which encodes glutamic acid, is changed to CAC (or GUG in mRNA), which encodes valine. This single amino acid substitution alters the physicochemical properties of hemoglobin, giving rise to sickle cell anemia.Sickle Cell DiseaseSickle cell disease is a common hereditary hemoglobinopathy that occurs primarily in individuals of African descentQ.Caused by a point mutation in the sixth codon of b-globin that leads to the replacement of a glutamate residue with a valine residueQ.In certain populations in Africa the prevalence of heterozygosity is as high as 30%. This high frequency probably stems from protection afforded by HbS against falciparum malariaQ.Pathogenesis:HbS molecules undergo polymerization when deoxygenated.Initially the red cell cytosol converts from a freely flowing liquid to a viscous gel as HbS aggregates form.With continued deoxygenation aggregated HbS molecules assemble into long needle-like fibers within red cells, producing a distorted sickle or holly-leaf shapeQ.Presence of HbS underlies the major pathologic manifestationsChronic hemolysisQMicrovascular occlusionsQTissue damageQMorphology:Peripheral blood demonstrates variable numbers of irreversibly sickled cells, reticulocytosis, and target cells, Howell-Jolly bodiesQ (small nuclear remnants).The bone marrow is hyperplastic as a result of a compensatory erythroid hyperplasiaQ.Expansion of the marrow leads to bone resorption and secondary new bone formation, resulting in prominent cheekbones and changes in the skull that resemble a crew-cut in X-raysQ.Increased breakdown of hemoglobin can cause pigment gallstones and hyperbilirubinemiaQ.Splenic infarction, fibrosis, and progressive shrinkage (autosplenectomy)Q.",B
What should be measured in a newborn who presents with hyperbilirubinemia –,Total & Direct bilirubin,Total bilirubin only,Direct bilirubin only,Conjugated bilinibin only,"Bilirubin is a tetrapyrrole and a breakdown product of heme catabolism.
Most bilirubin (70%-90%) is derived from hemoglobin degradation and, to a lesser extent, from other hemoproteins. In the serum, bilirubin is usually measured as both direct bilirubin (DBil) and total-value bilirubin
Direct bilirubin correlates with conjugated bilirubin but tends to overestimate actual conjugated bilirubin, as it includes both the conjugated bilirubin and bilirubin covalently bound to albumin (delta-bilirubin).
Indirect bilirubin correlates with unconjugated bilirubin but tends to underestimate unconjugated bilirubin, as a",A
According to Ferriman Gallwey scoring system - hirsutism is diagnosed when score is more than :,8,12,16,20,Ferriman and Gallwey described scoring system in 9 body areas Scale of 0-4 Quantifies hair growth Score of > 8 is defined as hirsutism Ref: SHAW&;S TEXTBOOK OF GYNAECOLOGY; 15 TH EDITION; PG NO:115,A
Golden colour amniotic fluid is seen in :,Rh incompatibility,Foetal death,IUGR,Foetal distress IUGR,Ans. is a i.e. Rh incompatibility Colour of amniotic fluid Pregnancy -- Colourless Near term -- Pale straw coloured due to presence of exfoliated lanugo hairs and epidermal cells from the fetal skin. Abnormal colour -- Green - meconium stained - fetal distress/breech or transverse position/Listeria infection -- Golden yellow Rh incompatibility (Because bilirubin levels are increased in amniotic fluid in case of Rh incompatibility). -- Greenish yellow (saffron) - post maturity. -- Dark coloured - concealed hemorrhage. -- Dark brown (tobacco juice) - in case of IUD.,A
Figure of 8 in chest X-ray ?,Supracardiac TAPVC,Tetralogy of fallot,TGA,None of above,Ans. is 'a' Supracardiac TAPVC Teralogy of fallot--* boot shaped hea Transposition of great vessel-* egg on side TPVC (supracardioe) --> snownan or figure of 8 configuration,A
18 month old child sign of severe pneumonia is,Chest indrawing,Stridor in calm child,Inability to drink,All of above,"Ans. is 'd' i.e., All of above Severe pneumonia or very severe disease :? Chest indrowing 'or' Stridor in calm child 'or' Any general danger sign H/0 convulsion Inability to drink or breast feed Uncousciousness or letharginess Child vomiting everything. Pneumonia :? Fast breathing-defined as Upto 2 month = 60 breath/minute 2 month-12 month = 50 breath/minute 12 months to 5 year = 40 breath/minute",D
In cervical cancer surgery is limited to patients with,Stage I to IIA,Stage I to IIB,Stage I to IIIA,Stage I to IIIB,"Radiation therapy can be used in all stages of disease, but surgery is limited to patients with stage I to IIa disease. The 5-year survival rate for stage I cancer of the cervix is approximately 85% with either radiation therapy or radical hysterectomy. Reference: Novak's gynaecology; 14th edition; Chapter 35; Uterine cancer",A
"A new born with respiratory distress with RR 86/min, nasal flaring, audible grunting, abdomen lagged behind chest respiratory movement, no lower chest or xiphoid retraction. What is silverman&;s score",1,3,5,6,"Silverman Anderson Score (SAS) are widely used for the categorization of respiratory distress in neonates. It consists of five items: (1) chest retraction as compared with abdominal retraction during inhalation; (2) retraction of the lower intercostal muscles; (3) xiphoid retraction; (4) flaring of the nares with inhalation; and (5) grunting on exhalation. Chest movement- synchronized(0) vs. minimal lag(1) or sinking of the upper chest as the abdomen rises. In the most extreme instances, a seesaw-like movement of the chest and abdomen is observed and would be given a score of 2. Intercostal retractions- retraction between the ribs is rated as none(0), minimal(1)or marked(2). Xiphoid retractions- retraction below the xiphoid process are rated as none(0), minimal(1) or marked(2). Nasal flaring- no nasal flaring: 0. Minimal flaring is scored 1 and marked flaring is scored 2. Expiratory grunting- no grunting: 0, grunting that is audible with a stethoscope is scored 1, and grunting that is audible without using a stethoscope is scored 2. Adequate ventilation is indicated by a 0, severe respiratory distress is indicated by a score of 10. Reference: GHAI Essential pediatrics, 8th edition",C
NOT included in third stage of labour,Controlled cord traction,lM-oxytocin,IV methergin,Uterine massage,"(C) (IV - Methergin) (142 - Dutta 7th)Methergin 0.2 mg IM (Intramuscular) to the mother within one minute of delivery of the babyOyxtocin may be given with crowning of the head, with delivery of the anterior shoulder of the baby or after the delivery of the placenta.Components of Active Management of Third stage of Labour (WHO)* Administration of uterotonic (oxytocin/Ergometrine) soon after birth of baby* Delayed cord clamping and cutting* Controlled Cord traction for delivery of placenta* Uterine massageCurrent evidence show that delayed cord clamping is beneficial for baby, immediate cord clamping has been shown to increase the incidence of iron deficiency anemia for premature and LBW babies immediate cord clamping can also increase the risk of intraventricular haemorrhage and late onset sepsis",C
The transmission of HIV-1 transplacentally is ?,10-20%,20-30%,30-40 %,40-50%,"Ans. is 'c' i.e., 30-40%. Perinatal transmission of HIV: Veical transmission to the neonates is about 14-25%. Transmission of HIV 2 is less frequent (1-4%) than for HIV 1 (15-40%). Transplacental transmission occurs: 20% before 36 weeks, over 80% of transmissions occur around the time of labor and delivery. Veical transmission is more in cases with preterm bih and with prolonged membrane rupture. Risks of veical transmission is directly related to maternal viral load (measured by HIV RNA) and inversely to maternal immune status (CD4+ count). Maternal anti-retroviral therapy reduces the risk of veical transmission by 70% Breastfeeding doubles the risk of MTCT transmission (14% to 28%).",C
Edema in nephrotic syndrome is mainly due to:,Sodium and water retention,Increased venous pressure,Hypoalbuminemia,Hyperlipidemia,"c. Hypoalbuminemia(Ref: Nelson 20/e p 2521 and Harrison 19th ed/pg 253)Edema is the most common presenting symptom of children with nephrotic syndrome. Causes of Edema:In Nephrotic Syndrome: (primarily hypoalbuminemia)Primary alteration in the nephrotic syndrome is a diminished colloid oncotic pressure due to losses of largequantities (3.5g/day) of protein into the urineWith severe hypoalbuminemia and reduced colloid osmotic pressure, the sodium and water that are retained cannot be restrained within the vascular compartment, 50 total and effective arterial blood volumes declineThis process initiates the edema-forming sequence of events described above, including activation of the RAASIn Nephritic Syndrome:Edema that occurs associated with hematuria, proteinuria, and hypertensionAlthough some evidence supports the view that the fluid retention is due to increased capillary permeability, in most instances, the edema results from primary retention of sodium and water by the kidneys owing to renal insufficiency",C
Steroids are given in rheumatic fever when there is -,Carditis,Chorea,Subcutaneous nodules,All,"Suppressive therapy of RF

If patient has carditis with CHF              -->            Steroids
If patients has carditis without CHF       -->           Steroids or aspirin (steroids are preferred)
If patient does not have carditis             -->                 Aspirin
The total duration of suppressive therapy is 12 weeks.",A
"During a regular check-up of an 8-year-old child, you note a loud first heart sound with a fixed and widely split-second heart sound at the upper left sternal border that does not change with respirations. The patient is otherwise active and healthy. Which of the following heart lesions most likely explains these findings?",Atrial septal defect (ASD),Ventricular septal defect (VSD),Isolated tricuspid regurgitation,Tetralogy of Fallot,"Most children with an ASD are asymptomatic; the lesion is found during a routine examination. In older children, exercise intolerance can be noted if the lesion is of significant size. On examination, the pulses are normal, a right ventricular systolic lift at the left sternal border is palpable, and a fixed splitting of the second heart sound is audible. For lesser degrees of ASD, surgical treatment is controversial.VSD commonly presents as a harsh or blowing holosystolic murmur best heard along the left lower sternum, often with radiation throughout the precordium. The auscultatory finding of tricuspid regurgitation is typically a blowing holosystolic murmur, augmented during inspiration, and best heard at the left lower sternal border; a middiastolic rumble may also be heard. A history of birth asphyxia or findings of other cardiac lesions may be present. Tetralogy of Fallot is a common form of congenital heart disease. The four abnormalities include right ventricular outflow obstruction, VSD, dextroposition of the aorta, and right ventricular hypertrophy; the cyanosis presents in infants and in young children. Mitral valve prolapse occurs with the billowing into the atria of one or both mitral valve leaflets at the end of systole. It is a congenital abnormality that frequently manifests only during adolescence or later. It is more common in girls than in boys and seems to be inherited in an autosomal dominant fashion. On clinical examination, an apical murmur is noted late in systole, which can be preceded by a midsystolic click. The diagnosis is confirmed with an echocardiogram that shows prolapse of the mitral leaflets during mid to late systole.",A
"Through a peripheral line, max % of dextrose that can be given is?",10%,12.50%,15%,25%,"Through a peripheral line, max % of dextrose that can be given is 12.5%. If a higher concentration of Dextrose needs to be given central vascular access is required. If more than 12.5% sugar is given through peripheral line then it can lead to superficial thrombophlebitis.",B
