Question,A,B,C,D,Explanation,Answer
The penicillin G preparation with the longest duration of action is:,Benzathine penicillin,Sodium penicillin,Potassium penicillin,Procaine penicillin,Benzathine penicillin has the longest duration of action.,A
Pick the false statement about embryonal rhabdomyosarcoma out of the following,It is seen in children younger than 5 years of age.,It is a malignant tumor,Gross appearance and consistency of grapelike clusters,Tumor cells have 'tennis racket' granules inside them,"Rhabdomyosarcoma Malignant mesenchymal tumour with skeletal muscle differentiation. IN LIGHT MICROSCOPY - tennis racket appearance is seen.(appearance, not granules of tennis shape) Three subtypes are recognized:- ALVEOLAR (20%) EMBRYONAL (60%) PLEOMORPHIC (20%). Rhabdomyosarcoma (alveolar and embryonal) is the most common soft tissue sarcoma of childhood and adolescence Embryonal rhabdomyosarcoma:- Presents as soft gray infiltrative mass. The tumor cells mimic skeletal muscle at various stages of embryogenesis and consist of sheets of both primitive round and spindled cells in a myxoid stroma. Rhabdomyoblasts with visible cross-striations may be present. Birbeck granules",D
The following may be used in erectile dysfunction except -,Phenylephrine,Apomorphine,Alprostidil,All,"Ans. is 'a' i.e., Phenylephrine Drugs used in erectile dysfunction Phosphodiesterase-5 inhibitors (Siledenafil, Todafil, Vardenafil). Alprastadil (Prostaglandin El) Papaverine Androgens Apomorphine",A
Role of cyclosporine in kidney transplant -,Prevention of infection,Stimulation immune system,Prevention of graft rejection,Enhance renal blood flow,"Ans. is 'c' i.e., Prevention of graft rejection o Immune system of body is not always useful, sometimes it may also harm the body, e.g. in autoimmune diseases where immune system destroyes the self antigen (tissues), and in organ transplant where immune system rejects and destroys the transplanted tissue.o In these circumstances, it is necessory to suppress the immune systemo For this purpose immunosuppressant drugs are usedo Immunosuppressants -# These are drugs which inhibit cellular or humoral response or both# These are mainly used in organ transplantation and autoimmune disease.# The drugs are:1. Specific T cell inhibitor (Calcineurin inhibitors)-Cyclosporine, Tacrolimus2. Proliferation signal inhibitors (mTOR inhibitors)-Sirolimus (rapamycin), Everolimus.3. Cytotoxic drugs (antiproliferative drugs)-Azathioprine, Methotrexate, Cyclophosphamide Chlorambucil, Mycophenolate mofetil4. Glucocorticoids-Prednisolone and others5. Antibodies-Muromonab CD3, Antithymocyte globulin (ATG), Rho (D) immunoglobulin6. Miscellaneous-Leflunamide, Thalidomide",C
"Acantholysis, resulting from desmosome weakening by autoantibodies directed against the protein desmoglein, is the disease mechanism attributed to which of the following?",Epidermolysis bullosa,Mucous membrane pemphigoid,Pemphigus vulgaris,Herpes simplex infections,"In pemphigus vulgaris, autoantibodies attach to antigens (desmoglein) found in desmosomes that keep keratinocytes linked to each other. Cells eventually separate from each other (acantholysis), resulting in short-lived intraepithelial vesicles/bullae.",C
Café–au–lait spots are not seen in:,Neuroﬁbromatosis,McCune Albright syndrome,Bloom syndrome,Hyperparathyroidism,"Café – au – lait spots are seen in the following conditions:

Neuroﬁbromatosis
McCune Albright syndrome
Bloom syndrome",D
The complex process of leukocyte movements through the blood vessels are all EXCEPT-,Rolling,Adhesion,Migration,Phagocytosis,"Robbins basic pathology 9th edition page no 36,37 The complex process of leukocytes across the blood vessel includes rolling adhesion and migration. Phagocytosis occurs outside the vessel wall, at the site of cell injury",D
The following drug is,Hemicholinium,Vesamicol,Botulinum toxin,Metyrosine,The picture shows the drug inhibiting the release of acetylcholine into synapse.so it is either botulinum or beta bungaro toxin Ref: KD Tripathi 6th ed pg 94,C
Which of the following is not a front line antihypeensives -,Enalapril,Hydrochlohiazide,Amlodipine,Atenolol,"Ans. is 'd' i.e., Atenolol Firstlinean-Wnsivechli drugs o First line antihypeensive agents are the drugs, which are choosen for initiation of therapy. 1. Thiazide diuretics (e.g., Hydrochlohiazide) 2.ACE inhibitors (e.g., Enalapril) 3. Angiotensin H receptor antagonists 4. Calcium channel blocker (e.g., amlodipine) Beta blockers are not considered first line antihypeensives by JNC-VIII guidelines.",D
Amyloid deposits are seen in which thyroid malignancy?,Medullary Ca,Papillary Ca,Anaplastic Ca,Follicular Ca,"Ans: A (Medullary Ca) Ref: Robbins Pathologic Basis of Disease, 8th edition.Explanation:'Acellular amyloid deposits, derived from altered calcitonin polypeptides, are present in the adjacent stroma in many cases of Medullary carcinoma of thyroid' Ref: RobbinsMedullary Carcinoma of ThyroidThese are neuroendocrine neoplasms derived from the parafollicular cells, or C cells,Accounts for approximately 5% of thyroid neoplasms.Medullary carcinomas, similar to normal C cells, secrete calcitonin, the measurement of which plays an important role in the diagnosis and postoperative follow-up of patients.May also secrete other polypeptide hormones, such as serotonin, ACTH, and vasoactive intestinal peptide (VIP).About 70% of tumors arise sporadically.The remainder occurs in the setting of MEN syndrome 2A or 2B or as familial tumors without an associated MEN syndrome.Activating point mutations in the RET protooncogene (chr 10) - both familial and sporadic medullary carcinomas.Cases associated with MEN types 2A or 2B occur in younger patients.Familial medullary carcinomas arises in 4th - 5th decade.MorphologySporadic medullary thyroid carcinomas present as a solitary nodule.In contrast, bilaterality and multicentricity are common in familial cases.Larger lesions often contain areas of necrosis and hemorrhage and may extend through the capsule of the thyroid.The tumor tissue is firm, pale gray to tan. and infiltrative.Microscopically, medullary carcinomas are composed of polygonal to spindle-shaped cells, which may form nests, trabeculae, and even follicles.Small, more anaplastic cells are present in some tumors and may be the predominant cell type. Acellular amyloid deposits derived from calcitonin polypeptides are present in adjacent stroma.Calcitonin is readily demonstrable within the cytoplasm of the tumor cells and in stromal amyloid by immunohistochemical methods.One of the peculiar features of familial medullary cancers is the presence of multicentric C-cell hyperplasia in the surrounding thyroid parenchyma, a feature that is usually absent in sporadic lesions.Foci of C-cell hyperplasia are believed to represent the precursor lesions from which medullary carcinomas arise*Clinical CourseSporadic cases presents with mass in the neck and dysphagia or hoarseness.Paraneoplastic syndrome can occur, caused by the secretion of a peptide hormone (e.g., diarrhea due to the secretion of VIP, or Cushing syndrome due to ACTH).Notably, hypocalcemia is NOT a prominent feature, despite the presence of raised calcitonin levels.Secretion of carcinoembryonic antigen (CEA) by the neoplastic cells is a useful biomarker.",A
Periodic Acid Schiff (PAS) stain positive intra-alveolar material is seen in,Alpha 1 antitrypsin deficiency,Lipoid pneumonia,Abetalipoproteinemia,Pulmonary Alveolar Proteinosis,"Periodic Acid Schiff (PAS) stain positive intra-alveolar material is seen in Pulmonary Alveolar Proteinosis Most common cause of PAP is an autoimmunity to GM-CSF, a critical factor in development of alveolar macrophages. Decreased bioavailability of GM-CSF results in poor alveolar macrophages development and function, which results in accumulation of surfactant and related products. Secondary causes of PAP are those in which the accumulation of lipoproteinaceous compounds is secondary to another disease process. PAS material in alveoli is accumulated surfactant due to decreased turnover in pulmonary alveolar proteinosis. The same material may be coughed up by patients and described as chunky gelatinous plugs. PAS stain positivity on histology",D
"All of the folloiwng statements about Ranolazine are true, except;",Piperazine derived antianginal agent,May be used as first line agent in chronic angina,May improve glycemic control,Hypotension is an established adverse effect,"Ans. is 'd' i.e., Hypotension is an established adverse effect Ranolazine is an effective newer anti-anginal drug but unlike CCBs and beta-blockers it does not significantly alter the hea rate or blood pressure. It is a piperazine derivative. o Ranolazine appears to have other promising non-anginal effects, including glycemic control, improvement in endothelial function and decreases the incidence of atrial fibrillation and other arrhythmias. o Ranolazine has been generally well tolerated in clinical trials its most common adverse effects are nausea, constipation and dizziness. About option b o Most of the text books have mentioned that ranolazine can be used as add-on therapy in chronic stable angina. o However, it has recently been approved as first line agent: ' Previously limited by its FDA indication to use in angina in combination with a calcium channel blocker, beta blocker or nitrate; ranolazine is now approved for use as a first line agent in chronic angina'. .. The Hea. org.",D
Treatment for male pattern alopecia includes,Finasteride,Potassium channel blocker,Fulvestrant,Dexamethasone,"Finasteride and dutasteride are 5 alpha reductase inhibitors; inhibit the formation of Dihydrotestosterone. So they are used in alopecia and also in BPH. Minoxidil also used in treatment. Fulvestrant is a SERD selective estrogen down regulator Ref: KD tripathi , 8th ed",A
Inhibition of spermatogenesis occurs by which of the following given drug ?,Gelusil,Gossypol,Gestodine,Gemcadiol,"Gossypol Nonsteroidal compound MOA :Toxicity on seminiferous epithelium. Reduces sperm motility Libido and potency are not affected S/E : Hypokalemia ,edema, diarrhoea,breathlessness and neuritis",B
True about childhood tumor are all except -,Wilm's tumor,Neuroblastoma,Embryonal rhabdomyoma,Pleomorphic rhabdomyosarcoma,"Skeletal muscle tumors Rhabdomyosarcoma is the most common soft tissue sarcoma of childhood usually appearing before 20.It occurs most commonly in head and neck or genitourinary track. Robbins basic pathology 9th edition page no 794,heading",D
"The parents of a male infant report that male children over three generations in the mother's family have been affected by a progressive disorder involving multiple organ systems. These children have had coarse facial features, corneal clouding, joint stiffness, hepatosplenomegaly, and mental retardation, and many died in childhood. At autopsy, some of the children had subendothelial coronary arterial deposits that caused myocardial infarction. Laboratory testing of the infant now shows increased urinary excretion of mucopolysaccharides. Bone marrow biopsy is performed, and the accumulated mucopolysaccharides are found in macrophages ('balloon cells' filled with minute vacuoles). Which of the following enzyme deficiencies is most likely to be seen in this infant?",Adenosine deaminase,a-l-Iduronidase,Glucocerebrosidase,Glucose-6-phosphatase,"Hunter syndrome, one of the mucopolysaccharidoses (MPS), results from deficiency of the lysosomal enzyme a-l- iduronidase. The glycosaminoglycans that accumulate in MPS include dermatan sulfate, heparan sulfate, keratan sulfate, and chondroitin sulfate. All of the MPS variants are autosomal recessive except for Hunter syndrome, which is X-linked recessive. Adenosine deaminase deficiency is a cause of severe combined immunodeficiency (SCID), an immunodeficiency state in which multiple recurrent infections occur after birth. Glucocerebrosidase deficiency is seen in Gaucher disease; in the most common form of the disease, there is no neurologic impairment, and patients have splenomegaly and skeletal disease as a consequence of increased lysosomal glucocerebrosides in cells of the mononuclear phagocyte system. Glucose-6-phosphatase deficiency leads to von Gierke disease, characterized by hepatomegaly, renomegaly, and impaired gluconeogenesis leading to hypoglycemia and hyperlipidemia. Hexosaminidase A deficiency occurs in Tay-Sachs disease; affected individuals manifest severe neurologic impairment, poor motor development, and blindness beginning in infancy. Lysosomal glucosidase deficiency, seen in Pompe disease, is associated with marked cardiomegaly and heart failure beginning in infancy. Sphingomyelinase deficiency occurs in Niemann-Pick disease type A, characterized by hepatosplenomegaly, lymph-adenopathy, and severe motor and mental impairment.",B
"Mallory hyaline bodies are present in all of the following, except",Primary biliary cirrhosis,Secondary biliary cirrhosis,Indian childhood cirrhosis,Alcoholic cirrhosis,"In histopathology, a Mallory body,Mallory-Denk body, and Mallory's hyaline, is an inclusion found in the cytoplasm of liver cells. Mallory bodies are damaged intermediate filaments within the hepatocytes",B
Commonest site for extranodal lymphoma is,Liver,Stomach,Small intestine,Large intestine,Ans. (b) Stomach(Ref: Wintrobe's 12th/pg 2177)Commonest site for extranodal lymphoma is StomachGastrointestinal tract is the most common site for extranodal NHL (10 to 15% of all NHL).Stomach accounts for 50% of gastrointestinal lymphomas,B
"Despite their sho half-lives (2 hrs), proton pump inhibitors (PPIs) cause a prolonged Suppression of acid secretion (up to 48 h) because:",They are prodrugs and undergo activation gradually,"They exit from the plasma and enter acid secretory canaliculi and stay there, blocking the secretion of acid for a long time","They irreversibly inhibit the proton pump molecule and hence, acid secretion requires synthesis of new proton pumps","They irreversibly inhibit the proton pump molecule and hence, acid secretion requires synthesis of new proton pumps","The only significant pharmacological action of proton pump inhibitor is dose dependent suppression of gastric acid secretion; without anticholinergic or Hz blocking action. It is a powerful inhibitor of gastric acid: can totally abolish HCl secretion, both resting as well as that stimulated by food or any of the secretagogues, without much effect on pepsin, intrinsic factor, juice volume and gastric motility. Proton pump inhibitors like omeprazole is inactive at neutral pH, but at pH < 5 rearranges to two charged cationic forms (a sulphenic acid and a sulphenamide configurations) that react covalently with SH groups of the H*K*ATPase enzyme and inactivate it irreversibly, especially when two molecules of omeprazole react with one molecule of the enzyme. After diffusing into the parietal cell from blood, it gets concentrated in the acidic pH of the canaliculi because the charged forms generated there are unable to diffuse back. Moreover, it gets tightly bound to the enzyme (Essentials of pharmavology KD Tripathy,6th edition,pg no.631)",C
Mucous membrane pemphigoid,"Affects older adults, typically over the age of 50 years.","Presents as multiple, painful ulcers preceded by bullae which form below the epithelium at the basement membrane.","Oral lesions may be found in any region, especially and sometimes exclusively in the attached gingival; ocular lesions can lead to blindness if untreated.",All of the above,"Mucous membrane pemphigoid 
1. An autoimmune disease of mucous membranes; antibodies directed against basement membrane antigens (Laminin 5, BP180, others).
2. Clinical features
a. Affects older adults, typically over the age of 50 years.
b. Presents as multiple, painful ulcers preceded by bullae which form below the epithelium at the basement membrane.
c. Oral lesions may be found in any region, espe-cially and sometimes exclusively in the attached gingival; ocular lesions can lead to blindness if untreated.
d. Positive Nikolsky sign may be present.
e. Persistent disease.
3. Patients are managed with corticosteroids",D
Which of the following organ involvement is not commonly observed with CNS involvement in a patient with DLBCL?,Ovary,Testis,Kidney,Adrenal,"Diffuse large B cell lymphoma (DLBCL):- Arise sporadically or from transformation of a low grade lymphoma(eg:-Follicular lymphoma). (1) Present in adulthood as an enlarging lymph node or and extra nodal mass Patient with DLBCL with CNS involvement commonly involve organ like:- Renal, Adrenals, testis.",A
"An 8-month-old male infant is admitted to the hospital because of a bacterial respiratory infection. The infant responds to appropriate antibiotic therapy, but is readmitted several weeks later because of severe otitis media. Over the next several months, the infant is admitted to the hospital multiple times for recurrent bacterial infections. Workup reveals extremely low serum antibody levels. The infant has no previous history of viral or fungal infections. The most likely diagnosis for this infant is",Isolated IgA deficiency,X-linked agammaglobulinemia of Bruton,Chronic granulomatous disease,DiGeorge's syndrome,"In X-linked agammaglobulinemia of Bruton, B cells are absent but numbers and function of T cells are normal. This abnormality results from defective maturation of B lymphocytes beyond the pre-B stage. This maturation defect leads to decreased or absent numbers of plasma cells, and therefore immunoglobulin levels are markedly decreased. Male infants with Bruton's disease begin having trouble with recurrent bacterial infections at about the age of 9 months, which is when maternal antibodies are no longer present in the affected infant. Therapy for Bruton's disease consists primarily of IV gamma globulin. Isolated deficiency of IgA is probably the most common form of immunodeficiency. It is due to a block in the terminal differentiation of B lymphocytes. Most patients are asymptomatic, but some develop chronic sinopulmonary infections. Patients are prone to developing diarrhea (Giardia infection) and also have an increased incidence of autoimmune disease, such as Hashimoto's thyroiditis. In patients with chronic granulomatous disease (CGD), the neutrophils and macrophages have deficient H2O2production due to abnormalities involving the enzyme NADPH oxidase. These individuals have frequent infections that are caused by catalase-positive organisms, such as S. aureus, because the catalase produced by these organisms destroys the little hydrogen peroxide that is produced DiGeorge's syndrome is a T cell-deficiency disorder that results from hypoplasia of the thymus due to abnormal development of the third and fouh pharyngeal pouches. The parathyroid glands are also abnormal, and these individuals develop hypocalcemia and tetany. Congenital hea defects are also present. Reference: Robbins & Cotran Pathologic Basis of Disease, 9edition.",B
Ivermectin is indicated in all of the following except:,Ascaris,Filariasis,Malaria,Oncocerciasis,"Ans: C (Malaria) Ref: The Pharmacological basis of therapeutics by Goodman dc Gilman - 12th edition, page no. 1455-1456 & Malaria Journal 2013: 12:153Explanation:Ivermectin has a beneficial therapeutic effect inOnchocerciasisLvmphatic filariasisStrong lyloidiasisAscariasisEnterobiasis.Ivermectin is also effective in head lice infection, cutaneous larva migrans and scabiesIt does not have any proven beneficial effect in malaria.Since ivermectin can act on the GABA receptors in the CNS, it should be avoided in patients with meningitis and African trypanosomiasis that are associated with breached blood brain barrier.Ivermectin should not be given to pregnant and lactating women, children less than 5 years of age and severely ill patient.Note:However ivermectin has been recently found to have a beneficial effect in reducing the risk of malaria transmission by its vector control activity by targeting the anopheles mosquito.However this is still needs to be verified with the help of large studies. (Ref: Malaria Journal 2013; 12:153)",C
Drug not used in prinzmetal angina is?,Propranolol,Propranolol,Nitritesrites,Isosorbide dinitrate,"Ans. is 'a' i.e., Propranolol o P-blocker's are contraindicated because they cause constriction of coronary aery due to unopposed a mediated vasoconstriction.",A
CD-15 helps in assessment of which of the following:March 2010,Adult T-cell leukemia,Hodgkin's disease,Mycosis fungoides,Larger granular lymphocytic leukemia,"Ans. B: Hodgkin's diseaseCD15 (3-fucosyl-N-acetyl-lactosamine) is a cluster of differentiation antigen - an immunologically significant molecule. CD15 is a carbohydrate adhesion molecule (not a protein) that can be expressed on glycoproteins, glycolipids and pro teoglycansCD15 mediates phagocytosis and chemotaxis, found on neutrophils; expressed in patients with Hodgkin disease, some B-cell chronic lymphocytic leukemias, acute lymphoblastic leukemias, and most acute nonlymphocytic leukemias. It is also called Lewis x and SSEA-1 (stage-specific embryonic antigen 1) and represents a marker for murine pluripotent stem cells, in which it plays an impoant role in adhesion and migration of the cells in the preimplantation embryo. It is synthezised by FUT4 (fucosyltransferase 4) and FUT9.",B
Earliest change in atherosclerosis is,Fatty streaks,Fibrofatty plaque,Calcification,Gelatinous lesions,"A. i.e. (Fatty streaks) (385- 86 - Harsh Mohan 5th) (349 - Basic pathology 8th)ATHEROSCLEROSIS - is an intima- based lesion organized into a fibrous cap and an atheromatous (gruel- like) core and composed by smooth muscle cells, endothelial cells inflammatory cells, lipids and necrotic debris* Atherosclerosis is a slowly evolving lesion usually requiring many decades to become significant. However acute plaque changes {eg rupture, thrombosis or hematoma formation) can rapidly precipitate clinical sequalae (so-called - Clinical Horizon)* Early lesions in the form of diffusal internal thickening, fatty streaks and gelatinous lesions*** Earliest light microscopic changesin MI is- Waviness of the fibres***Morphological features, pathogenic events and clinical complications* Most common cause of aortic aneurysm is - Athero sclerosis*** Most common site for MI is - Anterior wall of left ventricles*** Granulation tissue appears in acute MI - At 1 weeks*** Calcification of the aortic valve is seen in - Aortic stenosis** Me - Collum's patch is diagnostic of - Rheumatic endocarditis*** Osier's node, Janueway and Roth spot seen in Subacute Bacterial endocarditis*** Most common change in atherosclerotic vessel is - Dystrophic calcification* Atherosclerosis LDL is present in LDL monocytes**",A
"A four year old boy was admitted with a history of abdominal pain and fever for two months maculopapular rash for ten days, and dry cough, dyspnea and wheezing for three days. On examination liver and spleen were enlarged 4 cm and 3 cm respectivley below the costal margin. His hemoglobin was 10.0 g/dl, platelet count 3.7 x 1091L and total leukocyte count 70 x 109/L, which included 80% eosinophils Bone marrow examination revealed a cellular marrow comprising of 45% blasts and 34% Eosinophils and eosinophil precursors. The blasts stained negative for my eloperoxidase and nonspecific esterase and were positive for CD19, CD10, CD22 and CD20. Which one of the following statements is not true about disease?",Eosinophils are not pa of the Neoplastic clone,t (5:14) rearrangement may be detected in blasts,Peripheral blood eosinophilia may normalize with chemotherapy,Inv (16) is often detected in the blasts and the eosinophils,"Ans. is 'd' i.e., Inve 16 often detected in the blasts and the eosinophil This is a case of ALL with hypereosinophillic syndrome. Inv (16) is associated with AML ( not ALL,) o The neoplastic cells are formed of lymphoblasts only. The eosinophils do not constitute the neoplastic cells. o The increased eosinophils are not blast cells, they are eosinophilic precursors. The eosinopilia is believed be a reactive process.",D
Caries on the enamel surface leads to accentuation of:,Incremental lines of Retzius,Mineralization,Demineralization,None.,"A change in early enamel caries is the accentuation of the incremental lines of Retzius. This conspicuous appearance of the calcification lines is an optical phenomenon due to loss of minerals, which causes the organic structures to appear more prominent. There may also be accentuation of perikymata which are the external manifestation of striae of Retzius. 
Ref: Shafer's textbook of oral pathology 7th edition page 447",A
All of the following are true about multiple myeloma except-,Osteolytic bone disease,t (18-14) translocation,Light chain proliferation,Bence-Jones proteins in urine,"Ans. is 'b' i.e., t (8-14) translocationGenetics of multiple myeloma,o A variety of chormosomal abnormalities occur with multiple myeloma.o Most common chromosomal translocation seen with multiple myeloma is t (11 : 14) (q13 : q32) Other chromosomal abnormalities are 13814 deletions, 17813 deletions, Overexpression of ras or myc gene.",B
Drug capable of causing ocular hypotension with apnoea in infants is,Latanoprost,Brimonidine,Apraclonidine,Acetazolamide,"Brimonidine * Brimonidine, an alpha 2 selective adrenergic agonist used in treatment of Glaucoma has propensity to cause respiratory depression when used in children. * Brimonidine is notorious in causing CNS depression and apnoea in neonates. Hence, its use in children <2 years of age is contraindicated. * Brimonidine and Apraclonidine are Clonidine derivates - alpha 2 selective adrenergic agonist - reduce intraocular pressure by decreasing aqueous production. * Unlike Apraclonidine, Brimonidine being lipophilic can traverse the blood brain barrier and induce CNS depression. * Brimonidine is administered as topical eye preparation to reduce IOP in ocular hypeension and open angle glaucoma. * Topical Brimonidine gel (0.33%) is also used as a once daily treatment for persistent erythema of rosacea. Ref:- Goodman & Gilman Pharmacological Basis of Therapeutics 13th Ed; Pg num:- 1260",B
Darbopoetin is most useful in treatment of anemia caused by ?,Chronic renal failure,Iron deficiency,Chemotherapy induced,Aplastic anemia,"Ans. is 'a' i.e., Chronic renal failure Darbepoetin is hyperglycosylated modified erythropoietin for the treatment of anemia of chronic renal failure which is due to low levels of erythropoietin (kidney is the major source of erythropoietin).",A
"A 4-year-old boy is brought to the physician by his parents because he falls a lot, cannot jump, and tires easily Physical examination reveals weakness in the pelvic and shoulder girdles and enlargement of the child's calf muscles. The serum level of creatine kinase is elevated. A biopsy of calf muscle reveals marked variation in size and shape of muscle fibers. There are foci of muscle fiber necrosis, myophagocytosis, regenerating fibers, and fibrosis. Molecular diagnostic assays performed on muscle biopsy from the patient would show alterations in the length of the primary transcript for which of the following muscle-associated proteins?",Creatine kinase,Desmin,Dystrophin,Glycogen phosphorylase,"Dystrophin. Duchenne muscular dystrophy is caused by mutations of a large gene on the short arm of the X chromosome (Xp21). This gene codes for dystrophin, a protein localized to the inner surface of the sarcolemma. Dystrophin links the subsarcolemmal cytoskeleton to the exterior of the cell through a transmembrane complex of proteins and glycoproteins that binds to laminin. Dystrophin-deficient muscle fibers thus lack the normal interaction between the sarcolemma and the extracellular matrix. This disruption may be responsible for the observed increased osmotic fragility of dystrophic muscle, the excessive influx of calcium ions, and the release of soluble muscle enzymes such as creatine kinase into the serum. The other proteins are not altered in patients with Duchenne muscular dystrophy.Diagnosis: Duchenne muscular dystrophy",C
Neostigmine is not able to cross blood brain barrier because of its:,Primary structure,Secondary structrure,Tertiary structure,Quarternary structure,Ans. (D) Quarternary structure(Ref: KDT 8th/e p116)Quarternary ammonium compounds are water soluble and thus cannot cross blood brain barrier. Neostigmine is a quarternary derivative whereas physostigmine is a tertiary amine.,D
Metastasis is least common with,Embryonal cell carcinoma,Endodermal sinus tumor,Taeratocarcinoma,Spermatocytic Seminoma,"Also known as endodermal sinus tumor, yolk sac tumor is of interest because it is the most common testicular tumor in infants and children up to 3 years of age. In this age group it has a very good prognosis. In adults the pure form of this tumor is rare; instead, yolk sac elements frequently occur in combination with embryonal carcinoma.",B
Ectopic ACTH production is seen in -,Small cell carcinoma is lung,Anaplastic carcinoma of lung,Squamous cell carcinoma of lung,Adenocarcinoma of cerebellum,"Ans. is 'a' i.e, Small cell carcinoma of lung Ectopic ACTH is produced byo Small cell carcinoma of lung (most common)o Carcinoid tumorso Medullary Carcinoma of thyroido Islet cell tumors of pancrease",A
Low dose dopamine (1-2 mcg/kg) result in,Constriction of renal vasculature,Dilatation of renal vasculature,Increase in cardiac output,CNS stimulation,"At low concentrations, the primary interaction of dopamine is with vascular D1 receptors, especially in the renal, mesenteric, and coronary beds-leads to vasodilation Higher concentrations, dopamine exes a positive inotropic effect on the myocardium, acting on beta-1 adrenergic receptors. At more than 10 mcg/kg/min rate of infusion, dopamine can stimulate alpha 1 receptors leading to peripheral vasoconstriction Dopamine also causes the release of norepinephrine from nerve terminals, which contributes to its effects on the hea. DOSE DEPENDENT EFFECTS OF DOPAMINE Dose Rate Receptors stimulated Major action Low dose 1-2 mcg/kg/min D1 Renal vasodilation Intermediate dose 2-10 mcg/kg/min D1 & Beta 1 Cardiac stimulation High dose > 10 mcg/kg/min D1, Beta 1 and Alpha 1 Vasoconstriction",B
"A 60-year-old man is referred for evaluation of marked erythrocytosis and splenomegaly. Laboratory studies confirm an elevated red blood cell count and additionally demonstrate a moderate increase in circulating granulocytes and platelets. Oxygen saturation studies are normal, and isotopic studies reveal an increase in total red cell mass. Which of the following is characteristic of this disorder?",Frequent association with thrombosis or hemorrhagic phenomena,Increased erythropoietin concentration,Manifestation of Cushing syndrome,Most often secondary to hypoxia,"The diagnosis is polycythemia vera (primary polycythemia), one of the myeloproliferative syndromes. The disorder is characterized by prominent erythrocytosis, moderate granulocytosis, and thrombocytosis. Because of hyperviscosity and sludging of blood, there is a frequent association with thrombosis or hemorrhagic phenomena. Marked splenomegaly and decreased erythropoietin are other classic characteristics.",A
All of the following are clinical features of MEN-II EXCEPT: March 2004,Pituitary tumour,Phaeochromocytoma,Medullary carcinoma of thyroid,Neuroma,Ans. A i.e. Pituitary tumour Pituitary tumours are a pa of MEN-I/ Wermer syndrome,A
"A 70 kg young athlete was planned for surgery. During anaesthesia, vecuronium was not available, so repeated doses of succinylcholine was given intermittently up to 640 mg. During recovery, patient was not able to spontaneously respire and move limbs. What is the cause?",Pseudocholinesterase deficiency,Phase II blockade,Muscle weakness due to repeated fasciculations,Undiagnosed muscular dystrophy,Continued presence of the drug causes persistent depolarization resulting in flaccid paralysis-phase blockade 1. Phase 2 blockade is slow in onset and results from desensitization of of the receptor to A-ch. Psuedocholinestrase enzyme deficiency usual dose results in prolonged apnea and paralysis which lasts for hours. From padmaja 4th edition Page no 86 And from KD Tripati 7th edition Page no 349,B
All of the following cause inhibition of CYP3A except.,Saquinavir,Ritonavir,Itraconazole,Erythromycin,"Ans. (A) Saquinavir(Ref: Katzung 11th/e p58, 863)All the drugs given in the options are microsomal enzyme inhibitors. Among protease inhibitors, ritonavir is the strongest inhibitor of CYP3A4 enzymes whereas saquinavir is the weakest.",A
Anti androgen used in hea failure ?,Carvedilol,Sampatrilat,Spironolactone,Abiraterone,"Ans. is 'c' i.e., Spironolactone o Spironolactone and eplerenone are the aldosterone antagonists. They are used as potassium sparing diuretics. Their diurectic effect is quite feeble, but in CHF these drugs reduce the moality (at doses lower than diuretic doses) by antagonizing the effect of aldosterone (reversal of remodelling). Spironolactone also possesses anti- androgenic effects.",C
Verapamil is contraindicated in:,Hypeesion,Complete hea block,Paroxysmal supraventricular tachycardia,Angina pectoris,"Verapamil decreases the force of contraction, decreases hea rate, depresses SA node and slows down AV conduction.so, not used in complete hea block. CCBs and beta blockers have the synergistic effect They are individually or combined contraindicated in complete hea block Beta blockers are also contraindicated in complete hea block. REF.Essentials of Pharmacology KD Tripathi 8th ed.",B
"All of the following special histology stains are used to demonstrate H. pylori in gastric biopsies, except:",Fite's stain,Giemsa stain,Wahin-Starry stain,Modified Steiner's stain,Fite's Acid fast stain (Fite-Faraco staining) is used for detection of Lepra bacilli (M. leprae) The following stains are used for detection of Helicobacter pylori in biopsies and tissue specimens: Routine hematoxylin & eosin (H&E) stain Special stains: Giemsa Wahin-Starry Pap stain Genta Modified Steiner Diff-Quik,A
Which of the following anti-arrhythmic drugs is useful in AV block resulting from digoxin overdose?,Adrenaline,Noradrenaline,Atropine,Adenosine,"Treatment of digoxin toxicity: Mild digitalis toxicity Decreased with K+ (It decreases binding of the drug to Na+K+ATPase) but in severe digitalis toxicity, K+ is C/I Ventricular arrhythmias Lignocaine Atrial tachyarrhythmia b blockers Bradyarrhythmias and AV block Atropine Very severe toxicity Digibind",C
Myotonic dystrophy:,CTG trinucleotide repeats,Dystrophin 1,Dystrophin 2,CAG repeats,"Ans. A. CTG trinucleotide repeatsExplanationMyotonic dystrophy is an autosomal dominant multisystem disorder associated with skeletal muscle weakness, cataracts, endocrinopathy, and cardiomyopathy. The disease is caused by expansions of CTG triplet repeats in the 3'-noncoding region of the myotonic dystrophy protein kinase (DMPK) gene.",A
