Question,A,B,C,D,Explanation,Answer
Aboion stick used in criminal aboion causes aboion by the mechanism of -,Uterine contraction,Stimulation of uterine nerves,Uterine infection & necrosis,Placental separation,"Ref: Synopsis of forensic medicine and toxicology (K.S.Narayan Reddy) 28th edition, page no. 214 Aboion Stick: This is a thin wood or bamboo stick, from 12 to 13 cm long. This stick is wrapped round at one end or for a greater poion of its length with cotton-wool or a piece of cloth, and socked with juice of marking nut, calotropis, abrus precatorius, asafoetida or paste made of arsenious oxide, arsenic sulphate, red lead etc. It is introduced into the vagina or is of uterus by untrained midwives, and retained there till uterine contraction begin. The uterus contract, cervix dilate and foetus gets out.",A
"rural and Urban difference in prevalence is seen in all of the following, EXCEPT -",Lung cancer,Tuberculosis,Mental illness,Chronic bronchitis,"TB in India (National TB survey, I MR 1955-58). Rural population suffered as equally as urban population. Elderly suffered more than young ones Mental illness in India Prevelence rates are significantly higher in urban areas (Except for epilepsy and hysteria) Bronchitis and Lung cancer in India : Is more common in Urban areas Ref: Textbook of community medicine by Sunder Lal 2nd edition Pgno : 419,591,612",B
The best chances of recovery after successful cardiopulmonary resuscitation are seen in:,Ventricular Tachycardia,Ventricular Fibrillation,Asystole,Electromechanical dissociation,Answer is A (Ventricular Tachycardia) The outcome after cardiac arrest is hest if the mechanism k ventricular tachycardia- Outcome after cardiac arrest in decreasing order of success Ventricular tachycardia (Best) Ventricular fibrillation (Second Best) Asystole Pulseless Electrical activity (Electromechanical dissociation),A
NRHM involves,VHG,ASHA,ANM,HWM,"Ans) b (ASHA) Ref park 20th ed pg 379-381The main aim of the national rural health mission (NRHM) is to provide accessible, affordable, accountable, effective and reliable primary health care and bridging the gap of rural health care through creation of a cadre of Accredited social health activist (ASHA)VHG is village health guide.ANM is Auxiliary nurse midwife.HWM is health worker male.",B
A girl presents with complaints of malena. On examination there are pigmented lesions involving her mouth and lips. Two of her sisters also had similar complaints. Which of the following is the most probable diagnosis:,Kornkhite Canada syndrome,Puetz Jegher's syndrome,Gardner's syndrome,Turcot's syndrome,Answer is B (Peutz Jagher's syndrome): Mucocutaneous pigmentation and gastrointestinal manifestations in the form of bleeding (malena) along with a positive family history suggests a diagnosis of Peutz Jagher's syndrome.,B
"In good pasture syndrome, which organ is involved apa from lung?",Kidney,Liver,Spleen,Hea,"Goodpasture Syndrome - Type 2 HSN, Ab against anti - GBM Ab. Lung (Hemoptysis) and Kidney (Hematuria) MC involved organs. Treatment - Steroid",A
Black eye is a type of-,Patterend abrasion,Ectopic abrasion,Ectopic bruise,Friction abrasion,"Ans. is 'c' i.e., Ectopic bruise [Ref: Reddy 30th/ep. 167-168\o Site of bruise is at the site of impact most of the time however it may be away from the site of impact due to gravity shifting of blood, i.e., ectopic bruise. So, site of bruise does not always indicate site of violencet.o Example of ectopic bruise are : -Black eye (or spectacle hematoma in eyes & eyelids) may be due to fracture of floor of anterior cranial fossa or trauma of forehead (and rarely due to direct trauma),Bruise behind ear indicates basal fracture (rather than a direct blow).Jaw fracture may produce bruise in neck; fracture pelvis my produce bruise in thigh; fracture femur may produce bruise in lowrer thigh or above knee; Calf injury may produce bruise in ankle.",C
"In a snake envenomation, antivenom is staed by giving a dose of -",2 ls,4 ls,10 ls,20 ls,"dose Minimal symptoms-Local swelling ,no systemic reactions-5 ls Moderate symptoms-swelling progresses,with systemic reaction-10 ls Severe symptoms-marked local reaction-10 to 15 ls REF;THE SYNOPSIS OF FORENSIC MEDICINE:KS NARAYANA REDDY;28th EDITION;PAGE NO323",C
Ratio of lung weight to body weight is calculated in,Fodere's test,Plocquet's test,Breslau's second life test,All of the above,"Plocquet's test is one of the tests for live birth.
Before respiration: Ratio of lung weight to body weight is I/70.
After respiration: Ratio is 1/35.",B
The marker for B lymphocyte is,CD19,CD68,CD34,CD4,"CD19 is a marker of B lymphocytesPrimarily B cell-associated antigensCD10 and CD19 to CD23 i.e. CD10, CD19, CD20, CD21, CD22, CD23Primarily T cell-associated antigensCD1 to CD8 with the exception of CD6Primarily monocyte macrophage-associated antigensCD13, CD14, CD15, CD33Primarily NK cells associated antigensCD16 and CD56 (also CD2 which is found expressed in a subset(Ref: Harrison's 18/e p2652)",A
Use of combined Oral Contraceptives accounts for an increase in risk of -,Breast cancer,Ovarian cancer,Endometrial cancer,None.,"OCP provide protection against ovarian and endometrial cancer. OCP do not increase the risk (incidence) of breast cancer, but may increase the progression of breast cancers once they have occurred. Use of OCP in breast cancer patients is contraindicated.",D
What is the punishment that can be given under PCPNDT Act to the doctor for their 1st offence?,3 yrs and Rs 10000/-,5 yrs and Rs 10000/,3 yrs and Rs 50000/-,5 yrs and Rs 50000/-,As per PCPNDT Act 1994 (Pre conception Pre Natal Diagnostic Testing Act 1994) the doctor can be punished for 3 yrs and Rs 10000/- for 1st offence and 5 yrs and Rs 50000/- for the 2nd offence.,A
Gum hyperophy is seen in which type of AML?,Myelogenous leukaemia,Myelomonocytic leukaemia,Megakaryocytic leukaemia,Erythroleukemia,"Infiltration of the gingivae, skin, soft tissues, or the meninges with leukemic blasts at diagnosis is characteristic of the monocytic subtypes (M4 and M5). Significant gastrointestinal bleeding, intra-pulmonary hemorrhage, or intracranial hemorrhage occur in M3 AML. Bleeding associated with coagulopathies occur in M5 AML.",B
Disability-adjusted life expectancy (DALE) has been replaced by:,DALY,QALY,HALE,DFLE,The name of the indicator used to measure healthy life expectancy has been changed from disability-adjusted life expectancy (DALE) to health-adjusted life expectancy (HALE).,C
The current drug of choice in paroxysmal Sypraventricular Tachycardia (PAVT ) is,Digoxin,Dilantoin,Propranolol,Adenosine,"adenosine is the drug of choice for PSVT. Immediate electrical cardioversion is indicated if the arrhythmia is associated with hemodynamic collapse. Adenosine is the preferred drug in those patients in whom verapamil has failed or may cause adverse effects, such as those with hea failure or wide-complex tachycardia In most patients, the drug of choice for acute therapy is either adenosine or verapamil. The use of intravenous adenosine or the calcium channel blocker verapamil are considered safe and effective therapies for controlling SVTs Ref Harrison 20th edition pg 1465",D
An indication of MTP -,Pregnancy due to rape,Contraceptive failure,Pregnancy endangering mother’s life,All of the above,"The conditions under which pregnancy can be terminated under the MTP Act 
There are 4 conditions that have been identified in the Act:
a. Medical - Where continuation of the pregnancy might endanger the mother’s life or cause grave injury to her physical or mental health.
b. Eugenic - Where there is a substantial risk of the child being born with serious handicaps due to physical or mental abnormalities.
c. Humanitarian - Where pregnancy is the result of rape.
d. Failure of contraceptive devices - The anguish caused by an unwanted pregnancy resulting from a failure of any contraceptive device or method can be presumed to constitute a grave mental injury to the health of the mother. This condition is a unique feature of the Indian law and virtually allows abortion on request, in view of the difficulty of proving that a pregnancy was not caused by the failure of contraception.",D
Multipurpose worker covers a population -,1000,3000,5000,10000,"Ans. is 'c' i.e., 5000 * One male health worker (multipurpose worker) covers a population of -# 5000 in plains# 3000 in hilly / tribal / backward areas",C
Causes of soft S1 include:,Long standing severe MS,Obesity,Mitral Regurgitation,All of the above,"Answer is D (All of the above) Long standing severe M.S. (calcified mitral valve), obesity, mitral regurgitation and pleural effusions are all established causes of soft S1.",D
Friedlander Pneumonia refers to Pneumonia caused by-,Klebsiella,Pneumococcus,H. Influenzae,Staphylococcus,"Ans. is 'a' i.e., Klebsiella o Klebsiella Pneumonia is also known as 'Friedlander Pneumonia# Klebsiella initially described in 1882 by Friedlander was also known as Friendlanders bacillus. Community> acquired Pneumonia caused by Friendlanders bacillus (Klebsiella) was termed as Friedlander Pneumonia.",A
All the following diseases are associated with peripheral blood eosinophilia except :,Allergic bronchopulmonary aspergillosis (ABPA),Loffler's syndrome.,Pulmonary eosinophilic granuloma,Chrug-Strauss syndrome,"Answer is C (Pulmonary eosinophilic granuloma) : All options mentioned in the question other than pulmonary eosinophilic granuloma are classified under this group of disorders termed 'pulmonary infiltrates with eosinophilia'. Pulmonary infiltrates with eosinophilia: (PIE, eosinophilic pneumonias). Constituted by distinct individual syndromes characterized by eosinophilic pulmonary infiltrates and peripheral blood eosinophilia.",C
Pandemic are caused by-,Hepatitis B,Influenza-A,Influenza-B,Influenza-C,"Ans. is 'b i.e., Influenza-A Pandemic --> Influenza, cholera Eltor, Acute hemorrhagic, Conjuctivitis. Epidemic --> Measles, Chickenpox, Cholera Endemic --> Hepatitis A, typhoid fever Sporadic ---> Polio, Tetanus, Herpes zoster, meningococcal meningitis.",B
"Drugs acting directly on the uterus are using for criminal aboion. All of the following are drugs which increases uterine contraction, EXCEPT:",Arsenic,Nux vomica,Ergotamine,Quinine,"Drugs which increase uterine contraction: Ergot Hydrastis canadensis Quinine Lead Pituitary extract Decoctions of cotton root bark, nitrobenzol, picrotoxin, and strychnine (Nux vomica) Ref: The Essentials of Forensic Medicine and Toxicology by Dr. K. S. Narayan Reddy, 27th edition, Page 374.",A
Maximum tolerated dose of a new drug is evaluated in:,Phase 1,Phase 2,Phase 3,Phase 4,Phase 1 clinical trial: Used to evaluate Maximum tolerated dose (MTD) of a new drug. Healthy human volunteers are used. Done for safety and non-toxicity.,A
Which of the following arrhythmias is most frequent in Holiday Hea Syndrome:,Atrial Flutter,Atrial Fibrillation,Ventricular Premature Depolarization,Ventricular Tachycardia,Atrial Fibrillation is the most common arrhythmia observed with holiday hea syndrome. Holiday hea syndrome refers to the occurence of acute cardiac rhythm and/or conduction disturbances in a person without any clinical evidence of structural hea disease after a Binge of Alcohol consumption (Binge Drinking).The most common arrhythmia associated with holiday Hea syndrome is Atrial Fibrillation. Alcoholic cardiotoxicity: Holiday Hea syndrome: Typically appears after a drinking binge Presents with arrhythmia without ove hea failure Atrial fibrillation is most frequently observed arrhythmia Atrial flutter or Ventricular premature depolarisation may also be seen. DIlated Cardiomyopathy: Seen with chronic consumption of large quatities of alcohol Presents with hea failure Ref: Braunwald&;s Hea Disease: A Textbook of Cardiovascular medicine,B
Slit smear negative leprosy is-,Neuritic type,Tuberculoid type,Indeterminate type,All,"Ans. is 'a' i.e., Neuritic type; 'b' i.e., Tuberculoid type & 'c' i.e., Indeterminate type o Indeterminate type, tuberculoid type, Pure neuritic type Bacteriologically negative. o Borderline Bacteriologically variable o Lepromatous type --> Bacteriologically positive.",D
'Fleeting pulmonary infiltrates' on sequential chest skiagrams in an individual who suffers from asthma are characteristics of-,Allergic bronchopulmonary aspergillosis,Mycobacteriurn tuberculosis infection,Pneumocystis jirovecii pneumonia,Nocardia infecation,"Allergic bronchopulmonary aspergillosis is an eosinophilic pneumonia characterised by peripheral blood eosinophilia(>1000/microL)and migratory pulmonary infiltrates in chest Xray.It is usually associated with bronchial asthma.There will be elevated IgE class antibodies specific for A.fumigatus. Reference:Harrison' s medicine-18th edition,page no:2120.",A
The following conditions can cause protein-losing enteropathy except?,Ulcerative colitis,Irritable bowel syndrome,Celiac disease,Lymphoma,Protein losing enteropathy Disease process Mechanism Examples Mucosal ulceration Protein loss primarily represents exudation across damaged mucosa Ulcerative colitis Gastrointestinal carcinoma Peptic ulcer Non - ulcerated mucosa Loss across epithelia with altered permeability Celiac disease Menetrier's disease Lymphatic dysfunction Primary lymphatic disease or secondary to paial lymphatic obstruction Enlarged lymph nodes Cardiac disease,B
Repeatability of test refers to -,Same results on repeated trials,Precision,Consistent results,All of the above,"Ans. is 'd' i.e., All of the above Repeatability (reliability)o Repeatability means, the test must give consistent results when it is repeated more than once on the same individual under same conditions.o That means the results of test are precise I exact!. So repeatability is some time called precision, reliability or reproducibility.",D
Influenza pandemic is mainly caused by-,Type A,Type B,Type C,All,"All known pandemics caused by influenza A strains. Ref:PARK'S TEXTBOOK OF PREVENTIVE AND SOCIAL MEDICINE 23rd edition , Page: 153",A
The hodgkins lymphoma subtype that paicularly involve the anterior mediastinum is:,Lymphocyte predominant,Lymphocyte depleted,Nodular sclerosing,Mixed cellularity,"Hodgkin's disease: The nodular sclerosing subtype, often involves the anterior mediastinum. Nodular sclerosis is most common in young adults, especially women. This type often involves the lymph nodes in the mediastinum (chest). Lymphocyte-rich: It is more common in men and usually involves areas other than the mediastinum. Mixed cellularity: occurs in older adults and, commonly, in the abdomen. Lymphocyte-depleted is the least common subtype it is common in older adults, people with the human immunodeficiency virus (HIV, the virus that causes autoimmune deficiency syndrome or AIDS), and people in nonindustrial countries. The lymph node contains almost all Reed-Sternberg cells. Ref: Harrison, E-18, Chapter e-20",C
Unipolar flagellate organism that causes pneumonia-,Pseudomonas,Mycoplasma,Aeromonas,Klebsiella pneumonia,"Ans. is 'a' i.e., Pseudomonas o Pseudomonas aeruginosa is a Gram-negative, aerobic rod shaped and polar-flagella bacterium with unipolar motility.",A
Which of the following bones is the most accurate sex determination,Skull,Pelvis,Long bone,Sternum,The whole pelvis is the most reliable bone for sex determination Krogmans degree of accuracy in sex determination from adult skeleton remains *Entire skeleton -100 percent *pelvis alone -95 percent *skull alone -90 percent *pelvis plus skull -98 percent *long bones alone -80 to 90 percent *long bones and skull -90 to 95 percnt *long bones and pelvis -Greater than 95 percent Knights Forensic Pathology 4th edition page number 106,B
Contraceptive efficacy expressed as,100 women months,1000 women years,100 women years,10 women years,Contraceptive efficacy is assessed by measuring the number of unplanned pregnancies that occur during a specified period of exposure and use of contraceptive methods.Contraceptive efficacy is measured using Pearl index and life table analysis. Pearl index is number of failure per 100 woman-years of exposure (HWY) HWY=total accidental pregnancies/total months of exposure.*1200 Life table analysis measure failure rate per month of exposure. Park&;s textbook of preventive and social medicine.K Park. Edition 23.Pg no: 510,C
When a doctor shows gross absence of skill and care during treatment resulting in death of patient is called:,Criminal negligence,Malpractice,Maloccurence,Misadventure,"Ref: The Essentials of Forensic Medicine and Toxicology by KS Narayan Reddy. 29th edition. 2010. Pg: 34Explanation:Criminal negligence: When a doctor shows gross absence of skill and care during treatment resulting in death of patient.Medical Negligence is considered to he criminal negligence if:a) When a doctor shows gross absence of skill or care during treatment resulting in serious injury to or death of a patientb) When a doctor performs an illegal actc ) When an assaulted person dies, the defense may attribute the death to the negligence or undue interference in the treatment of the deceased by the doctor.Section 304-A IPC deals with Criminal Negligence ' Whosoever causes the death of any person by doing any rash or negligent act not amounting to culpable homicide shll be punished with imprisonment upto 2 years or with fine or with both'.",A
"In Sodomy, passive agent is labelled as catamite when he/she is?",Yong child,Women,Elderly,Any of the above,"Ans. is 'a' i.e., Yong childSodomy is sexual intercourse through anus. It is of two types : Homosexual and Heterosexual.In Homosexual, it is done by a male on another male. Heterosexual sodomy is anal intercourse with a women.The person who does the act is known as active agent and the person, on whom the act is done, is known as passive agent.If the passive agent is adult/elderly the act is known as Gerontophilia. If the passive agent in sodomy is a child , act is called Paederasty, the passive agent is labelled as catamite, and the active agent is known as Paedophile.",A
"All are causes of hypercalcemia, except:",Lithium therapy,Chronic renal failure,Multiple myeloma,Vitamin A intoxication,"Ans. B. Chronic renal failureCauses of Hypercalcemiaa. Hyperparathyroidism, Hyperthyroid, Pheochromocytoma, MEN -1, Addisonb. Ca of breast, Squamous cell Lung cancer, Renal cell carcinoma, MM, lymphomac. Drugs: Lithium, Thiazided. Vit. D intoxication, Vit. A intoxication, Aluminium intoxicatione. Milk alkali syndromef. Prolong Immobilizationg. Sarcoidosish. Familial Hypocalciuric hypercalcemia (FHH)",B
"In an outbreak of cholera in a village of 2,000 population, 20 cases have occurred and 5 died. Case fatality rate is -",1%,0.25%,5%,25%,Ans- (D) 25% Formula - No. of deaths due to a particular Disease/Cause X 100 No of cases owing to this particular cause/disease : 5 X 100 - 25% 20 Good to know-,D
"According to Act 2000, Juvenile is a boy and girl respectively less than -",18 and 16,21 and 18,16 and 14,18 and 18,"Ans. is 'd' i.e., 18 and 18 * According to the Juvenile Justice Act 2000 'Juvenile' means a person (boy or girl) who has not completed eighteenth years of age.* Juvenile courts are special criminal courts which try offences committed by juveniles, i.e. below 18 years of age. (Note - offence means any act or omission made punishable by any law: section 2(n) CrPC and section 40 IPC).",D
"Net Protein Utilization is maximum (100%) for: March 2013 (b, e)",Ragi,Egg,Soyabean,Pulses,"Ans. B i.e. Egg Net protein utilization/NPU It is the ratio of amino acid conveed to proteins to the ratio of amino acids supplied. This figure is somewhat affected by the salvage of essential amino acids within the body, but is profoundly affected by the level of limiting amino acids within a foodstuff. As a value, NPU can range from 1 to 0, with a value of 1 indicating 100% utilization of dietary nitrogen as protein and a value of 0 an indication that none of the nitrogen supplied was conveed to protein. Ceain foodstuffs, such as eggs or milk, rate as 1 on an NPU cha.",B
RCA latrine stands for,Research cum action Project,Revised cum action project,Regular cum action project,Reorientation cum action project,"The Research Cum Action Project at Tamil Nadu, financed by the Ford Foundation and Ministry of Health, Government of India, has its genesis in 1956. The major objective of the project was to improve Educational Methods, Conducting Systematic Research in various Public Health Programmes and to evolve a Low-Cost Sanitary Latrine suitable for the rural household.pg no:795",A
Monozygotic twins do not have same?,Fingerprints,Genetic make up,Facial appearance,Stature,"Ans. is 'a' i.e., Fingerprints Monozygotic twins are a result of the division of the single feilized egg into two embryos. Thus, they have exactly identical DNA, except for the generally undetectable micromutations that begin as soon as the cell stas dividing. Fingerprints of the identical twins sta their development from the same DNA so they show considerable genetic similarity. However identical twins are situated in different pas of the womb during development, so each fetus encounters slightly different intrauterine forces than their siblings. As a result fingerprints of the identical twins have different microdetails which can be used for identification purposes.",A
Acute Hepatitis B infection is diagnosed by?,HbsAg,HbcAg,HbsAg + IgM anti-HBc antibody,HbsAg + HbcAg,"HBsAg Anti-HBs Anti-HBcAg HBeAg Acute hepatitis B, High infectivity + - IgM + Window period - - IgM - Chronic Hepatitis B + - IgG + Cured - + IgG - Vaccination - + - -",C
All are recommended for treatment of Primary lung abscess except:,Moxifloxacin,Clindamycin,Amoxicillin- clavulanate,Metronidazole,"Metronidazole alone is never recommended in the treatment of lung abscess, It is effective against anaerobic organism but the streptococci (Microaerophilic) will be spared which are often the component of flora causing lung abscess. Treatment regimen 1. Clindamycin- 600 mg IV TDS When fever disappear and clinical improvement is there Sta with per oral 300 mg QID 2. IV-administered b-lactam/b-lactamase combination When stable, sta oral amoxicillin-clavulanate. 3. Moxifloxacin 400 mg/d PO is as effective and well tolerated as ampicillin-sulbactam Treatment duration: 3-4 weeks or as long as 14 weeks",D
A patient with Myeloproliferative syndrome presents with decreased while cell count and decreased platelets. The most likely diagnosis is:,Chronic myeloid leukemia,Myelofibrosis,Polycythemias vera,Essential thrombocytosis,Answer is B (Myelofibrosis) Myelofibrosis may be associated with decreased white cell count and decreased platlet counts. Myelofibrosis is an established cause for panyctopenia with cellular marrow. Condition WBCount Hematocrit/ Red cell mass Platelet count Red cell morphology Splenomegaly Philadelphia chromosome CML || N N or | N Massive Present Myelofibrosis N or | or | N or | | or N or | Abnormal Massive Absent Polycythemia N or |' | N or | N Moderate (Massive in late stages) Absent Essential Thrombocytosis N or | N || N Mild Absent,B
"A patient presents with haemoptysis, copious sputum and tram lines (abnormal air bronchogram) pattern on the chest X ray. What is the most likely diagnosis?",Lung abscess,Pulmonary embolism with infarction,Bronchiectasis,Carcinoma of lung,"Bronchiectasis:
The most common clinical presentation is a persistent productive cough with ongoing production of thick, tenacious sputum. Physical findings often include crackles and wheezing on lung auscultation, and some patients with bronchiectasis exhibit clubbing of the digits. Mild to moderate airflow obstruction is often detected on pulmonary function tests, overlapping with that seen at presentation with other conditions, such as chronic obstructive pulmonary disease (COPD). 
The diagnosis is usually based on presentation with a persistent chronic cough and sputum production accompanied by consistent radiographic features. Although chest radiographs lack sensitivity, the presence of “tram tracks” indicating dilated airways is consistent with bronchiectasis. Chest CT is more specific for bronchiectasis and is the imaging modality of choice for confirming the diagnosis. CT findings include airway dilation (detected as parallel “tram  tracks” or as the “signet-ring sign”) — a cross-sectional area of the airway with a diameter at least 1.5 times that of the adjacent vessel), lack of bronchial tapering (including the presence of tubular structures within 1 cm from the pleural surface), bronchial wall thickening in dilated airways, inspissated secretions (e.g., the “tree-in-bud” pattern), or  cysts emanating from the bronchial wall (especially pronounced in cystic bronchiectasis).",C
STEPS is done for which of the following,Surveillance of evaluation of treatment of non communicable disease,Surveillance of moality from non communicable disease,Surveillance of risk factors of non communicable disease,Surveillance of Incidence of non communicable disease,It&;s a WHO developed survey methodology known as 'the STEPS Non-communicable Disease Risk Factors Survey' to help countries to establish NCD surveillance system. Ref- Park&;s textbook of Preventive and social medicine 25th edition.,C
Plasma ACTH levels are high between these following hours,4 PM and 8 PM,4 AM and 10 AM,10 AM and 3 PM,10 AM and 2 PM,"(B) 4 AM and 10 AM # ACTH the primary stimulator of adrenal cortisol production is synthesized by pituitary in response to CRH, which is released by hypothalamus.> Plasma ACTH and cortisol levels exhibit peaks at 6-8 AM and nadirs at 11 PM.> Referene values: 10-60 pg for AM values. No established reference values for PM.",B
Raised serum level of lipoprotein-(a) is a predictor of,Cirrhosis of liver,Rheumatic ahritis,Atherosclerosis,Cervical cancer,Answer is C (Atherosclerosis) Raised levels of lipoprotein a is a risk factor fir Atherosclerosis 'In addition to a high cholesterol level there is a positive correlation between atherosclerosis of coronary aery and other aeries and circulating levels of lipoprotein-(a)'. Lp(a) interferes with fibrinolysis by down regulating plasmin generation and thus contibutes to atherosclerosis.,C
Bolam test is related to?,Medical negligence,Contributory negligence,Priviledged communication,Negligence by patient,"Ans. is 'a' i.e., Medical negligence [Ref judgment given by Mr. Justice Mc Nair in Bolam vs. Frien hos ,ital management committee (19511 IS a landmark decision in deciding cases of medical negligence and is known as the 'Bolam test.Actions of doctors are to be judged by actions of other doctors skilled in that paicular a under similar circumstances and at a material time.",A
Which one of the following parameter is consistent with pleural transudate?,Ldh<2/3 of upper limit of serum ldh,WBC -1500/mm3,Specific gravity-1.120,Protein-2.5gram/dl,"Pleural fluid LDH levels greater than 1000 IU/L suggest empyema, malignant effusion, rheumatoid effusion, or pleural paragonimiasis. The diagnosis is suggested by a pleural fluid/serum LDH ratio of greater than 1, with a pleural fluid/serum protein ratio of less than 0.5 Normal levels of LDH in the blood can vary depending on the lab, but usually range between 140 units per liter (U/L) to 280 U/L for adults and tend to be higher for children and teens Ref Davidson edition23rd pg 626",A
World Anti-TB Day is,30th January,4th february,24th March,1st December,"24th of March is Observed as Anti-TB day. As this day denotes,identification of TB bacilli by Sir Robe Koch in the year 1882. Ref: Pg. No:317, IAPSM Textbook of Community Medicine",C
"A child comes with hematuria following respiratory tract infection. He gives similar history about 5-10 months back also. All are true, except -",C3 complement level normal,Progressive renal failure with each attack,Biopsy shows focal and diffuse proliferative change in 50% of patient,Anti streptococcal antibody titre may not rise after each attack,"Hematuria is defined as the presence of red blood cells in the urine originating from the kidney or the urinary tract Underlying conditions producing hematuria, like diabetes, can be associated with progressive decline in kidney function in the setting of CKD Ref Harrison20th edition pg 278",C
All can be manifestation of polycystic kidney except,Urine retention,Renal hypeension,Renal failure,Haematuria,Answer- A. Urine retentionChronic flank painGross and microscopic hematuria is common.NephrolithiasisHypeensionProgressive decline in renal function.,A
Relapsing fever is transmitted by -,Hard tick,Sandfly,Soft tick,Tsetse fly,"Relapsing fever is transmitted by soft tick. Ornithodorus moubata is the soft tick that transmits relapsing fever. These ticks lack scutum. They have 5 nymphal stages. Other diseases transmitted by soft tick are KFD and Q fever. Park's Textbook of Preventive and Social Medicine, 25th Edition, Pg",C
How much Foot candles light is required for minimum illumination to get a satisfactory vision?,15-20,15-Oct,20-25,25-30,15-20 foot candle light is required for min illumination to get a satisfactory vision. 1 Foot candle = 10.76 Lux DLF (day light factor) in a living room should be >= 8% & min >= 10% in kitchen. DLF is a comparison of light in room compared from natural light outside.,A
PQLI lies between:,0 and 1,0 and 10,0 and 100,1 and 10,Ans. (c) 0 and 100Ref: K. Park 23rd ed. /17PQLI (Physical Quality of Life IndexHDI (Human Development Index)Literacy rateLiteracy rateInfant mortality rateIncomeLife expectancy (at 1 year)Life expectancy () birth)Range: 0 and 100Range: 0 and +1Value in India: 650.547Also Know* Range of correlation coefficient; 1 to +1,C
The following statements about breast milk are true except-,The maximum milk output is seen at 12 months,The coefficient of uptake of iron in breast milk is 70%,Calcium absorption of human milk is better that that of cow's milk,It provides about 65 k cals per 100 ml,"Ans. is 'a' i.e., The maximum milk output is seen at 12 months o Under normal conditions, Indian mothers secrete 450 - 600 ml of milk daily Maximum output of milk is at 5 - 6 months (730 ml/ day) after which the output constantly declines. At 12 months the output is 525 ml/day -Park p. 455 o Iron was supposed to be deficient in breast milk, but recent work has shown that iron contained in human milk has a high level of bioavailiability thanks to complex phenomena. The coefficient of uptake of iron in breast milk may be as high as 70% where as it is only 30 percent for cow's milk and infant formulas' Park p. 463 The calcium phosphorus ratio is high so that uptake of calcium is better than cow's milk' - Park p. 374 Energy value of human milk is 64 to 72 kcal per 100 ml. -Park 463",A
"Hypoglycemic unawareness that occurs in diabetic patients when transfered from oral hypoglycemics to insulin, is due to-",Autonomic neuropathy,Insulin resistance,Lipodystrophy,Somogi phenomenon,"Hypoglycemia unawareness-- loss of the warning adrenergic and cholinergic symptoms that previously allowed the patient to recognize developing hypoglycemia and therefore to abo the episode by ingesting carbohydrates. Autonomic neuropathy may reduce counter-regulatory hormone release (especially catecholamines), leading to an inability to sense hypoglycemia appropriately (hypoglycemia unawareness, thereby subjecting the patient to the risk of severe hypoglycemia and complicating effos to improve glycemic control. Reference : page 2426 Harrison's Principles of Internal Medicine 19th edition",A
"Pontine Stroke is associated with all of the following signs, except:",Bilateral pin point pupil,Pyrexia,Vagal palsy,Quadriparesis,"Pontine hemorrhage is not associated with vagal palsy. Bilateral pin point pupil, pyrexia and quadriparesis are characteristic features of pontine hemorrhage. Ref: Plum and Posner's Diagnosis of Stupor and Coma, Jerome B. Posne, Fouh Edition, Chapter 4, Page 167; Harrison's Principles of Internal Medicine, 16th Edition, Page 1630, 2391.",C
Neurological manifestations of Wilson's disease include all except?,Cerebellar ataxia,Peripheral neuropathy,Chorea,Dysphagia,"The neurologic manifestations of Wilson's disease typically occur in patients in their early twenties. MRI and CT scans reveal damage in the basal ganglia and occasionally in the pons, medulla, thalamus, cerebellum, and subcoical areas. The three main movement disorders include dystonia, incoordination and tremor. Dysahria and dysphagia are common. In some patients, the clinical picture closely resembles that of Parkinson's disease. Dystonia can involve any pa of the body and eventually leads to grotesque positions of the limbs, neck, and trunk. Autonomic disturbances may include ohostatic hypotension and sweating abnormalities as well as bowel, bladder, and sexual dysfunction. Memory loss, migraine-type headaches, and seizures may occur. Patients have difficulties focusing on tasks, but cognition is not usually grossly impaired. Sensory abnormalities and muscular weakness are not features of the disease. Ref: Harrison's Internal Medicine, 18th Edition, Pages 3188-3190",B
Lesion in which of the following structure leads to Kluver-Bucy syndrome:,Amygdala,Hippocampus,Hypothalamus,Temporal lobe,Answer is A (Amygdala): Features of K.B. syndrome (Experimented on animals) 1. Is not afraid of anything 2. Has extreme curiosity about everything 3. Forgets rapidly 4. Has tendency to place everything in its mouth and sometimes even tries to eat solid object 5. Often has a sex drive so strong that it attempts to copulate with immature animals of the wrong sex or even animals of different species.,A
A patient presents with symptoms of hypoglycemia. Investigations reveal decreased blood glucose and increased insulin levels. C-peptide assay is done which shows normal levels of C-peptide. The most likely diagnosis is -,Insulinoma,Accidental sulfonylurea ingestion,Accidental exogenous insulin administration,Accidental metformin ingestion,"Answer is option 3- accidental exogenous insulin administration. Normal /reduced levels of C-peptide in the presence of increased insulin suggests a diagnosis of exogenous insulin administration as the cause of hypoglycemia. In patients with hypoglycemia and increased insulin, measure C-peptide - - - - - - increased C- peptide indicates increased endogenous insulin as in insulinoma, auto immune process, sulphonylurea ingestion. Normal or reduced C-peptide shows exogenous insulin administration. Ref Harrison 19 /2434",C
Regarding Good pasture's syndrome all are true except,Auto immune disease,Anty body against collagen type IV alpha3 chain of GBM and pulmonary capillaries,Diffuse bilateral pulmonary infiltrates,Slowly progressive Renal failure,Good pasture's syndrome causes glomerulonephritis that results in rapidly progressive renal failure.,D
